Product	EMA	FDA	EN	Other	WHO	Year	Generic	DrugBank ID	ATC	ChEMBL	Indications	Targets	Last Update	
Procarbazine	N	Y	Y		Y	1969	N	<a href="https://go.drugbank.com/drugs/DB01168">DB01168</a>	L01XB01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1321">CHEMBL1321</a>	Non-Hodgkin&#39;s Lymphoma (NHL); Oligodendrogliomas; Primary Central Nervous System Lymphoma (PCNSL); Stage III Hodgkin&#39;s Disease; Stage IV Hodgkin&#39;s Disease	BAX; EPM2AIP1; ALOX15; CSF2; CYP1A2	2024-02-07	
Quizartinib	Y	Y	N		N	2023	N	<a href="https://go.drugbank.com/drugs/DB12874">DB12874</a>	L01EX11	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/ CHEMBL576982"> CHEMBL576982</a>	Newly Diagnosed Acute Myeloid Leukemia (AML)	PDGFRA; NRAS; JAK3; FGF2; PDGFRB; KIT; CBL; CSF1R; RET; IDH2; FLT3	2024-02-07	
Racotumomab	N	N	N	Cuba, Argentina	N			<a href="https://go.drugbank.com/drugs/DB13045">DB13045</a>		<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1743059">CHEMBL1743059</a>			2020-09-17	
Radium 223 Dichloride	Y	Y	N		N	2013	N	<a href="https://go.drugbank.com/drugs/DB08913">DB08913</a>	V10XX03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2107816">CHEMBL2107816</a>	Castration resistant, metastatic Prostate cancer		2020-09-17	
Raltitrexed	N	N	Y	Canada	N	1996	N	<a href="https://go.drugbank.com/drugs/DB00293">DB00293</a>	L01BA03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL225071">CHEMBL225071</a>	Advanced Colorectal Cancer; Pleural Mesotheliomas	ALB; TYMS; DHFR; CDKN1B; CDK2; SLC19A1	2024-02-07	
Ramucirumab	Y	Y	N		N	2014	N	<a href="https://go.drugbank.com/drugs/DB05578">DB05578</a>	L01FG02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1743062">CHEMBL1743062</a>	Advanced Gastric Cancer; Advanced gastro-esophageal junction adenocarcinoma; Refractory, metastatic Colorectal cancer; Refractory, metastatic Non small cell lung cancer	KDR; PDGFRA; ALK; KRAS; EGFR	2024-02-07	
Ranimustine	N	N	N	Japan	N			<a href="https://go.drugbank.com/drugs/DB13832">DB13832</a>	L01AD07	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2105348">CHEMBL2105348</a>			2020-09-22	
Realgar-Indigo Naturalis Formulation	N	N	N	China	Y	2009		<a href="https://go.drugbank.com/drugs/Not found in DrugBank">Not found in DrugBank</a>	L01XX27		Acute promyelocytic leukaemia		2021-03-10	
Regorafenib	Y	Y	N		N	2012	N	<a href="https://go.drugbank.com/drugs/DB08896">DB08896</a>	L01EX05	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1946170">CHEMBL1946170</a>	Hepatocellular Carcinoma; Metastatic Colorectal Cancer (MCRC); Metastatic Gastrointestinal Stromal Tumor; Locally advanced Gastrointestinal stromal tumor; Unresectable Gastrointestinal stromal tumor	MAPK11; RET; ARAF; FGFR2; FLT4; BRAF; EPHA2; FRK; DDR2; ZHX2; TEK; FGFR3; RAF1; KDR; PDGFRB; KRAS; FLT1; FGFR1; PTEN; MAP2K1; NRAS; VEGFA; FBXW7; ABL1; PIK3CA; EGFR; NTRK1; PDGFRA; YES1; KIT; VHL	2024-02-07	
Relatlimab ,  Nivolumab	Y	Y	N		N	2022	N	<a href="https://go.drugbank.com/drugs/DB14851">DB14851</a>	L01XY03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3990044">CHEMBL3990044</a>; <a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2108738">CHEMBL2108738</a>	Metastatic Melanoma, Unresectable Melanoma		2024-02-07	
Relugolix	Y	Y	N		N	2020	N	<a href="https://go.drugbank.com/drugs/DB11853">DB11853</a>	L02BX04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1800159">CHEMBL1800159</a>	Advanced Prostate Cancer	GNRHR; LHCGR	2024-02-07	
Repotrectinib	N	Y	N		N	2023	N	<a href="https://go.drugbank.com/drugs/DB16826">DB16826</a>	L01EX28	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4298138">CHEMBL4298138</a>	locally active or metastatic non-small cell lung cancer	NTRK1; ALK; EML4; ROS1; NTRK3	2024-02-07	
Retifanlimab	N	Y	N		N	2023	N	<a href="https://go.drugbank.com/drugs/DB15766">DB15766</a>	L01FF10	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4298037">CHEMBL4298037</a>	Metastatic Locally Advanced Merkel Cell Carcinoma, Recurrent, locally advanced Merkel Cell Carcinoma	PDCD1	2024-02-07	
Ribociclib	Y	Y	N		N	2017	N	<a href="https://go.drugbank.com/drugs/DB11730">DB11730</a>	L01EF02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3545110">CHEMBL3545110</a>	Advanced Breast Cancer; Metastatic Breast Cancer	NRAS; BRAF; RB1; PGR; CDK4; CCND1; CDK6; CDKN2A; ALK; PIK3CA; PTEN; CCND2; ESR1; ESR2; SMARCA4; CCND3; ERBB2; JAK2	2024-02-07	
Ripretinib	Y	Y	N		N	2020	N	<a href="https://go.drugbank.com/drugs/DB14840">DB14840</a>	L01EX19	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4216467">CHEMBL4216467</a>	Advanced Gastrointestinal Stromal Tumor (GIST)	KIT; PDGFRA; PDGFRB	2024-02-07	
Rituximab	Y	Y	N		Y	1997	N	<a href="https://go.drugbank.com/drugs/DB00073">DB00073</a>	L01FA01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201576">CHEMBL1201576</a>	Chronic Lymphocytic Leukaemia (CLL); Non-Hodgkin&#39;s Lymphoma (NHL)	MS4A1; GSTA1; IL2; FCGR3A; FCGR2A; ABCB1; NCF4; TGFB1; TP53; CYBA; IL6; XIAP; CXCL12; CXCL13; RPS19	2024-02-07	
Rituximab, Hyaluronidase	N	Y	N		N	1997	N	<a href="https://go.drugbank.com/drugs/DB00073">DB00073</a>	L01XC02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201576">CHEMBL1201576</a>	Chronic Lymphocytic Leukaemia (CLL); Non-Hodgkin&#39;s Lymphoma (NHL)	MS4A1; GSTA1; IL2; FCGR3A; FCGR2A; ABCB1; NCF4; TGFB1; TP53; CYBA; IL6; XIAP; CXCL12; CXCL13; RPS19	2024-02-07	
Romidepsin	Y	Y	N		N	2009	Y	<a href="https://go.drugbank.com/drugs/DB06176">DB06176</a>	L01XH02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL343448">CHEMBL343448</a>	Refractory peripheral cutaneous T-cell lymphoma	HDAC4; HDAC5; HDAC1; HDAC2; ERBB2; HDAC3; HDAC11; HDAC6; HDAC8; BRAF; KMT2A; CDKN1A; HDAC9; HDAC7; ADAMTSL4-AS1; ABCB1; CTAG1B; CDKN2D; HDAC10; BIRC5	2024-02-07	
Rucaparib	Y	Y	N		N	2016	N	<a href="https://go.drugbank.com/drugs/DB12332">DB12332</a>	L01XK03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1173055">CHEMBL1173055</a>	Advanced Ovarian Cancer	PALB2; CYP1A2; BRCA1; RAD51D; PARP1; ATM; CHEK2; BRCA2; RAD51B; PRKD2; FANCA; PARP3; CDK12; DYRK1A; RAD51C; ATR; ARID1A; BRIP1; CDK1; PIM1; IDH1; CYP2D6; PTEN; YES1; PARP2	2024-02-07	
Ruxolitinib	Y	Y	N		N	2011	N	<a href="https://go.drugbank.com/drugs/DB08877">DB08877</a>	L01EJ01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1789941">CHEMBL1789941</a>	Post Polycythemia Vera Myelofibrosis; Refractory Polycythemia vera	JAK2; JAK1; CSF3R; FLT3; BRAF; VHL; CYP3A4; CRLF2; SH2B3; TP53; IL7R; PLAUR; JAK3	2024-02-07	
Sacituzumab Govitecan	Y	Y	N		N	2020	N	<a href="https://go.drugbank.com/drugs/DB12893">DB12893</a>	L01FX17	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3545262">CHEMBL3545262</a>	Metastatic Triple-negative Breast Cancer	UGT1A1; TACSTD2; TOP1	2024-02-07	
Selinexor	Y	Y	N		N	2019	N	<a href="https://go.drugbank.com/drugs/DB11942">DB11942</a>	L01XX66	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3545185">CHEMBL3545185</a>	Refractory Multiple Myeloma	XPO1; TET2; TP53; FLT3	2024-02-07	
Selpercatinib	Y	Y	N		N	2020	N	<a href="https://go.drugbank.com/drugs/DB15685">DB15685</a>	L01EX22	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4559134">CHEMBL4559134</a>	Advanced RET-fusion thyroid cancer; Advanced RET-mutant medullary thyroid cancer; Metastatic RET-fusion Non Small Cell Lung Cancer; Metastatic RET-fusion thyroid cancer; Metastatic RET-mutant medullary thyroid cancer	RET; KIF5B; CCDC6	2024-02-07	
Sipuleucel-T	N	Y	N		N	2010	N	<a href="https://go.drugbank.com/drugs/DB06688">DB06688</a>	L03AX17	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1237024">CHEMBL1237024</a>	Asymptomatic, metastatic hormone-refractory Prostate cancer; Minimally symptomatic, metastatic hormone-refractory Prostate cancer	ACP3	2024-02-07	
Sonidegib	Y	Y	N		N	2015	N	<a href="https://go.drugbank.com/drugs/DB09143">DB09143</a>	L01XJ02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2105737">CHEMBL2105737</a>	Refractory, locally advanced Basal cell carcinoma	SMO; SUFU; MYCN; FLT3; PTCH1	2024-02-07	
Sorafenib	Y	Y	N		N	2005	Y	<a href="https://go.drugbank.com/drugs/DB00398">DB00398</a>	L01EX02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1336">CHEMBL1336</a>	Advanced Renal Cell Carcinoma; Gastrointestinal Stromal Tumors; Hemangiosarcoma; Unresectable Hepatocellular Carcinoma; Locally recurrent refractory to radioactive iodine treatment Thyroid carcinoma; Metastatic refractory to radioactive iodine treatment Thyroid carcinoma	FLT1; JAK3; ARAF; DYRK3; RAF1; AURKB; PTPN6; RET; CYP2C9; SLC15A2; CDK8; VHL; HIF1A; NTRK2; ARID1A; PDGFRB; SLK; MAP2K1; BRAF; FGFR3; KRAS; YES1; IRAK1; NTRK1; PDGFRA; MAPK9; FGFR1; PIK3CA; MAPK13; MAPK12; NRAS; FLT4; EGFR; NTSR1; PLK4; KIT; UGT1A1; MAPK10; ZHX2; VEGFA; CSF1R; VEGFB; RPS6KB1; MAPK11; NF1; SRPK1; CYP3A4; MKNK2; AR; LYN; UGT1A9; IDH2; HMOX1; GMNN; MAPK7; HIPK4; MINK1; AXL; SLC22A1; ABCB1; ABCC2; ABCG2; AURKA; CYP2C8; BLK; MC4R; CYP2B6; SLCO1B1; TAOK1; CTNNB1; HIPK2; TNF; PTEN; LIMK1; CAMK2B; MAPK4; CBL; PAX8; MAPK8; MAP3K20; NTRK3; TP53; KDR; FGF3; NOS3; MAPK14; EPHA2; ABL1; MAPK6; FLT3; VEGFC; MAPK1; MAPK3; ATXN2; MAP4K5; NFE2L2	2024-02-07	
Sotorasib	Y	Y	N		N	2021	N	<a href="https://go.drugbank.com/drugs/DB15569">DB15569</a>	L01XX73	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4535757">CHEMBL4535757</a>	Locally Advanced Non-Small Cell Lung Cancer, Metastatic Non-Small Cell Lung Cancer	KRAS	2024-02-07	
Streptozocin	N	Y	N		N	2005	N	<a href="https://go.drugbank.com/drugs/DB00428">DB00428</a>	L01AD04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1651906">CHEMBL1651906</a>	Stage 4 islet cell carcinoma	CTSD; KCNA2; MMP2; PRKAA1; GALP; BCL2; IGFBP1; PTGER4; HP; HRAS; CSF2; SI; PREP; VWF; MT1H; OGA; SST; CYP7B1; SFTPB; CDKN1B; THRSP; CD40; UCP1; LCAT; PIK3CA; RAMP3; TGFB1; TH; ENO2; ADCYAP1; SLC16A3; SLC5A1; S100B; NTRK1; ATF2; SSTR1; KCNJ11; DDIT3; TRPV1; SULT1A2; MYO9B; SLC2A5; SLC2A4; CYP2D6; HGF; ACP5	2024-02-07	
Sunitinib	Y	Y	N		N	2006	Y	<a href="https://go.drugbank.com/drugs/DB01268">DB01268</a>	L01EX01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL535">CHEMBL535</a>	Advanced Renal Cell Carcinoma; Soft Tissue Sarcoma (STS); Thyroid Cancers; Metastatic Pancreatic Neuroendocrine Tumors; Refractory Gastrointestinal stromal tumor; Unresectable, locally advanced Pancreatic Neuroendocrine Tumors	KDR; PDGFRB; RET; FLT3; KIT; FLT4; EWSR1; VEGFC; POR; PDGFRA; PDGFA; FGFR2; VEGFA; PDGFB; PTEN; NR1I2; CYP1A1; PTPRB; NR1I3; PDGFC; SLCO1B3; PDGFD; HIF1A; FGFR1; BAP1; NOS3; KDM5C; MKI67; CA9; HMOX1; PTPN12; VHL; CSF1R; PBRM1; FLT1; CYP3A4; CXCL8; YES1	2024-02-07	
Tafasitamab	Y	Y	N		N	2020	N	<a href="https://go.drugbank.com/drugs/DB15044">DB15044</a>	L01FX12	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4298047">CHEMBL4298047</a>	Refractory Diffuse large B-cell lymphoma NOS; Relapsed Diffuse large B-cell lymphoma NOS	CD19	2024-02-07	
Tagraxofusp	Y	Y	N		N	2018	N	<a href="https://go.drugbank.com/drugs/DB14731">DB14731</a>	L01XX67	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4297573">CHEMBL4297573</a>	Blastic Plasmacytoid Dendritic Cell Neoplasm (BPDCN)	EEF2; CSF2RB; IL3RA	2024-02-07	
Talazoparib	Y	Y	N		N	2018	N	<a href="https://go.drugbank.com/drugs/DB11760">DB11760</a>	L01XK04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3137320">CHEMBL3137320</a>	Locally Advanced Breast Cancer (LABC); Metastatic Breast Cancer	BRCA2; PARP2; PARP1; BRCA1; PSMD4; ATRX; SLFN11; ERBB2; MYCN; PTEN; IDH2; CHEK2; FANCA; RAD51C; ARID1A; ATR; RAD51D; EGFR; PALB2; IDH1; ATM	2024-02-07	
Talimogene Laherparepvec	Y	Y	N		N	2015	N	<a href="https://go.drugbank.com/drugs/DB13896">DB13896</a>	L01XX51	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2108727">CHEMBL2108727</a>	Unresectable Skin Lesion	CSF2RA; CSF2	2024-02-07	
Talquetamab	Y	Y	N		N	2023	N	<a href="https://go.drugbank.com/drugs/DB16678">DB16678</a>	L01FX29	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4594503">CHEMBL4594503</a>	Relapsed and Refractory Multiple Myeloma	CD3G; CD3E; CD3D; GPRC5D	2024-02-07	
Tamoxifen	N	Y	Y		Y	1977	Y	<a href="https://go.drugbank.com/drugs/DB00675">DB00675</a>	L02BA01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL83">CHEMBL83</a>	Breast Cancer; Desmoid Tumors; Endometrial Cancer; Invasive Breast Cancer; Invasive Breast Carcinoma; Metastatic Breast Cancer; Ovarian Cancer	PGR; VDR; FMO3; ABCB1; ESR2; TP53; HEXB; ESR1; BRCA1; NR1I2; CYP2C9; MUC16; EDN1; ERBB2; PIK3CA; IDH1; NF1; CYP2B6; KLK3; CETP; ATXN2; GAPDH; CCND1; CYP19A1; COL18A1; EHMT2; LRMDA; E2F7; FMO1; KDM4A; MYOD1; ZNF423; PLD2; F5; BGLAP; TFF3; F2; GGT1; CBX1; NTRK1; UGT1A4; CYP2D6; DHFR; TYMS; TGFB1; NCOA1; RRAS2; GMNN; NCOA3; NRG1; TGM2; HSPB2; PIP; NFE2L2; CYP1A2; IGF1R; AURKA; BAZ2B; CCNA2; PLD1; CYP3A4	2024-02-07	
Tazemetostat	N	Y	N		N	2020	N	<a href="https://go.drugbank.com/drugs/DB12887">DB12887</a>	L01XX72	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3414621">CHEMBL3414621</a>	Locally Advanced Epithelioid Sarcoma; Metastatic Epithelioid Sarcoma	SMARCB1; ARID1A; SMARCA4; EZH2; KDM6A; FLT3; ATRX	2024-02-07	
Tebentafusp	Y	Y	N		N	2022	N	<a href="https://go.drugbank.com/drugs/DB15283">DB15283</a>	L01XX75	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4297990">CHEMBL4297990</a>	Metastatic Uveal Melanoma (UM), Unresectable Uveal Melanoma	PMEL; TRBV20OR9-2; CD3G	2024-02-07	
Teclistamab	Y	Y	N		N	2022	N	<a href="https://go.drugbank.com/drugs/DB16655">DB16655</a>	L01FX24	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4594505">CHEMBL4594505</a>	Multiple Myeloma	CD3E; TNFRSF17; CD3D; CD3G	2024-02-07	
Tegafur, Gimeracil, Oteracil	Y	N	N		N	2011		<a href="https://go.drugbank.com/drugs/DB09256">DB09256</a>	L01BC03; L01BC53	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL20883">CHEMBL20883</a>	Advanced Gastric Cancer	DPYD; UMPS; EGFR; TYMS	2024-02-07	
Tegafur, Uracil	N	N	N	Japan	N			<a href="https://go.drugbank.com/drugs/DB09256">DB09256</a>	L01BC03; L01BC53	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL20883">CHEMBL20883</a>	Advanced Gastric Cancer	DPYD; UMPS; EGFR; TYMS	2024-02-07	
Temoporfin	Y	N	N		N	2001	N	<a href="https://go.drugbank.com/drugs/DB11630">DB11630</a>	L01XD05	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL500576">CHEMBL500576</a>	Advanced Head and Neck Squamous Cell Carcinoma		2020-09-17	
Temozolomide	Y	Y	N		N	1999	Y	<a href="https://go.drugbank.com/drugs/DB00853">DB00853</a>	L01AX03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL810">CHEMBL810</a>	Advanced Melanoma; Glioblastomas; Primary Central Nervous System Lymphoma (PCNSL); Refractory Ewing Sarcoma; Refractory Neuroblastoma; Soft Tissue Sarcoma (STS); Advanced Neuroendocrine tumor; Refractory Anaplastic astrocytoma; Refractory, advanced Mycosis fungoides; Refractory, advanced Sezary Syndrome	ATR; HDAC4; SLFN11; TP53; MGMT; BRCA2; MYC; GSTP1; MSH6; IDH1; H2AX; PRL; ATM; CSF2; ALK; PTEN; ATRX	2024-02-07	
Temsirolimus	Y	Y	N		N	2007	Y	<a href="https://go.drugbank.com/drugs/DB06287">DB06287</a>	L01EG01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201182">CHEMBL1201182</a>	Advanced Renal Cell Carcinoma	MTOR; PTPRD; PIK3CA; BRAF; KRAS; NR1I2; NF2; PTEN; FBXW7; ABCB1; CYP3A5; CTNNB1; VHL; FKBP1A; RPTOR	2024-02-07	
Tepotinib	Y	Y	N		N	2021	N	<a href="https://go.drugbank.com/drugs/DB15133">DB15133</a>	L01EX21	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3402762">CHEMBL3402762</a>	Metastatic Non-Small Cell Lung Cancer	ALK; EGFR; MET	2024-02-07	
Thalidomide	Y	Y	N		Y	1998	N	<a href="https://go.drugbank.com/drugs/DB01041">DB01041</a>	L04AX02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL468">CHEMBL468</a>	Multiple Myeloma (MM); Waldenstrom&#39;s Macroglobulinemia (WM); Treatment naive multiple myeloma	TNF; SULT1C4; DDB1; HGF; SPG7; NAT2; CHST3; PPARD; FGFR2; VWF; FGF2; CYP1A2; XRCC5; CTLA4; PTGS2; RPL13; F2R; NFKB1; HLA-B; VEGFA; CTNNB1; FCGR3B; SLC10A2; ABCC6; ATP7A; CYP2C19; ERCC1; CUL4A; CYP4B1; FCGR3A; RBX1; IL6R; MECOM; GSTT1; CRBN; SNORD68; ITGB2	2024-02-07	
Thioguanine	N	Y	N		N	1966	N	<a href="https://go.drugbank.com/drugs/DB00352">DB00352</a>	L01BB03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL727">CHEMBL727</a>	Acute Nonlymphocytic Leukemia; Nonlymphocytic Acute myeloid leukemia	ACHE; SLC28A3; IMPDH1; TPM3; AR; HBB; BMP7; TPMT; NUDT15; PRPS1; NAT1; GDA; NFE2L2; IMPDH2; IDH1; EHMT2; LINC00251; DOK5; PAX8; GATA3; NT5C2; HPGD; KDM4A; MGMT; MYC; GGH; XDH; ABCC4	2024-02-07	
Thiotepa	Y	Y	N		N	1959	Y	<a href="https://go.drugbank.com/drugs/DB04572">DB04572</a>	L01AC01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL671">CHEMBL671</a>	Adenocarcinoma of the Ovaries; Breast Adenocarcinoma; Papillary transitional cell carcinoma of bladder; Malignant effusion	AR; EHMT2; GSTP1; CYP2B6; TP53; VDR; HPGD; GMNN; ALDH1A1	2024-02-07	
Tisagenlecleucel	Y	Y	N		N	2017	N	<a href="https://go.drugbank.com/drugs/DB13881">DB13881</a>	L01XX71	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3301574">CHEMBL3301574</a>	Refractory B-cell precursor acute lymphoblastic leukemia; Second or later relapsed B-cell precursor acute lymphoblastic leukemia	CD19; MS4A1	2024-02-07	
Tislelizumab	Y	N	N	China	N	2023		<a href="https://go.drugbank.com/drugs/DB14922">DB14922</a>	L01FF09	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4297840">CHEMBL4297840</a>	Unresectable, Locally Advanced or Metastatic Esophageal Squamous Cell Carcinoma	PDCD1	2024-02-07	
Tisotumab Vedotin	N	Y	N		N	2021	N	<a href="https://go.drugbank.com/drugs/DB16732">DB16732</a>	L01FX23	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4297841">CHEMBL4297841</a>	Recurrent or metastatic cervical cancer	TUBB; TUBA3C; TUBB2A; TUBB4A; TUBB3; TUBA4A; TUBA1C; TUBA3E; TUBB4B; TUBB1; TUBB6; TUBA1A; F3; TUBB8; TUBB2B; TUBA1B	2024-02-07	
Tivozanib	Y	Y	N		N	2017	N	<a href="https://go.drugbank.com/drugs/DB11800">DB11800</a>	L01EK03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1289494">CHEMBL1289494</a>	Advanced Renal Cell Carcinoma; Renal Cell Adenocarcinoma	FLT1; KDR; FLT4; YES1; NRAS; BRAF	2024-02-07	
Topotecan	Y	Y	N		N	1996	Y	<a href="https://go.drugbank.com/drugs/DB01030">DB01030</a>	L01CE01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL84">CHEMBL84</a>	Acute Myeloid Leukemia (AML); Ewing&#39;s Sarcoma; Refractory Neuroblastoma; Metastatic Rhabdomyosarcoma; Recurrent, IV-B Cervical cancer; Refractory CNS lymphoma; Refractory CNS malignancy; Refractory, metastatic Ovarian cancer; Relapsed Small cell lung cancer	USP1; PIK3CA; HBB; TOP1; NFE2L2; PLK1; ABCB1; HIF1A; PAX8; IDH1; TYMS; DDO; PTEN; ABCG2; AR; TOP1MT; RB1; TP53; ALK; MUC16; BDNF; TSG101; AKT1; ATRX; KMT2A	2024-02-07	
Toremifene	Y	Y	N		N	1997	Y	<a href="https://go.drugbank.com/drugs/DB00539">DB00539</a>	L02BA02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1655">CHEMBL1655</a>	Desmoid Tumors; Metastatic Breast Cancer	AR; TGFB1; ESR2; GMNN; KDM4A; PGR; CYP3A4; CYP1B1; CYP2D6; CD80; HNF4A; ESR1; PLIN1	2024-02-07	
Toripalimab	N	Y	N		N	2023	N	<a href="https://go.drugbank.com/drugs/DB15043">DB15043</a>	L01FF13	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4297843">CHEMBL4297843</a>	Metastatic and Recurrent Nasopharyngeal Carcinoma	PDCD1	2024-02-07	
Trabectedin	Y	Y	N		N	2015	N	<a href="https://go.drugbank.com/drugs/DB05109">DB05109</a>	L01CX01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL450449">CHEMBL450449</a>	Metastatic Leiomyosarcoma; Metastatic Liposarcoma; Relapsed platinum-sensitive Ovarian cancer; Unresectable Leiomyosarcoma; Unresectable Liposarcoma	ABCB1; PARP1; FGFR2; ABCC2; TP53	2024-02-07	
Trametinib	Y	Y	N		N	2013	N	<a href="https://go.drugbank.com/drugs/DB08911">DB08911</a>	L01EE01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2103875">CHEMBL2103875</a>	Metastatic Melanoma; Unresectable Melanoma; Metastatic Non-small cell lung cancer with a BRAF V600E mutation; Pediatric  low-grade glioma (LGG) with a BRAF V600E mutation; Locally advanced or metastatic anaplastic thyroid cancer (ATC) with BRAF V600E mutation	KRAS; NF1; HRAS; MAP2K2; MAP2K1; BRAF; MET; CDKN2A; CIC; VHL; KIT; ERBB3; ETV5; RB1; ETV4; EML4; ALK; ATM; MAP2K4; TP53; MAP2K5; RASA1; PIK3CA; ABL1; FGFR1; RET; RAF1; ETV1; CTNNB1; DNMT3A; G6PD; DUSP6; MAP2K3; PTEN; CSF3R; MAP2K6; ATXN1L; ARAF; NRAS; FGFR2; DDX43; MAP2K7; FLT3; PRKCH	2024-02-07	
Trastuzumab	Y	Y	N		Y	1998	N	<a href="https://go.drugbank.com/drugs/DB00072">DB00072</a>	L01FD01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201585">CHEMBL1201585</a>	Breast Cancer; Early Breast Cancer; Inflammatory Breast Cancer (IBC); Locally Advanced Breast Cancer (LABC); Metastatic Adenocarcinoma of the Gastro-Esophageal Junction; Metastatic Adenocarcinoma of the Stomach; Metastatic Breast Cancer; Metastatic Gastric Adenocarcinoma; Metastatic Gastroesophageal Junction Adenocarcinoma	PGR; FCGR3A; KRAS; ANXA1; PIK3CA; ARID1A; ESR2; ERBB3; EPCAM; PPCDC; HGF; PTEN; IFNG; RNF8; ESR1; MET; FCGR2A; BIRC5; AKT2; EGFR; PIK3CG; RAD51C; HSPB2; MTHFR; ERBB2	2024-02-07	
Trastuzumab Deruxtecan	Y	Y	N		N	2019	N	<a href="https://go.drugbank.com/drugs/DB14962">DB14962</a>	L01FD04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4297844">CHEMBL4297844</a>	HER2 Positive Breast Cancers	ERBB2; TOP1	2024-02-07	
Trastuzumab Emtansine	Y	Y	N		N	2013	N	<a href="https://go.drugbank.com/drugs/DB05773">DB05773</a>	L01FD03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1743082">CHEMBL1743082</a>	Refractory, metastatic Non small cell lung cancer	ERBB2; TUBA1A; TUBB8; TUBA1B; TUBA1C; TUBB2B; TUBB6; TUBB4B; PIK3CA; TUBA3C; TUBB2A; TUBB1; TUBB; TUBA3E; TUBA4A; TUBB4A; TUBB3	2024-02-07	
