diseaseId	diseaseName	drugId	drugName	type	mechanismOfAction	actionType	symbol	name	phase	status	source
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB1	NADH:ubiquinone oxidoreductase subunit B1	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL655	MIDAZOLAM	Small molecule	GABA-A receptor; anion channel positive allosteric modulator		GABRG3	gamma-aminobutyric acid type A receptor subunit gamma3	1	Completed	https://clinicaltrials.gov/ct2/show/NCT03187496
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	MT-ND2	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1	1	Completed	https://clinicaltrials.gov/ct2/show/NCT01084486,https://clinicaltrials.gov/ct2/show/NCT02696941
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1294	QUINIDINE	Small molecule	Sodium channel alpha subunit blocker		SCN5A	sodium voltage-gated channel alpha subunit 5	1	Completed	https://clinicaltrials.gov/ct2/show/NCT03610945
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB11	NADH:ubiquinone oxidoreductase subunit B11	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL2108724	SEMAGLUTIDE	Protein	Glucagon-like peptide 1 receptor agonist		GLP1R	glucagon like peptide 1 receptor	1	Completed	https://clinicaltrials.gov/ct2/show/NCT03357380
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS4	NADH:ubiquinone oxidoreductase subunit S4	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFC1	NADH:ubiquinone oxidoreductase subunit C1	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS6	NADH:ubiquinone oxidoreductase subunit S6	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL655	MIDAZOLAM	Small molecule	GABA-A receptor; anion channel positive allosteric modulator		GABRG1	gamma-aminobutyric acid type A receptor subunit gamma1	1	Completed	https://clinicaltrials.gov/ct2/show/NCT03187496
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1751	DIGOXIN	Small molecule	Sodium/potassium-transporting ATPase inhibitor		ATP1A4	ATPase Na+/K+ transporting subunit alpha 4	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA4	NDUFA4 mitochondrial complex associated	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB10	NADH:ubiquinone oxidoreductase subunit B10	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1294	QUINIDINE	Small molecule	Sodium channel alpha subunit blocker		SCN11A	sodium voltage-gated channel alpha subunit 11	1	Completed	https://clinicaltrials.gov/ct2/show/NCT03610945
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS5	NADH:ubiquinone oxidoreductase subunit S5	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFAF2	NADH:ubiquinone oxidoreductase complex assembly factor 2	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6	1	Completed	https://clinicaltrials.gov/ct2/show/NCT01084486,https://clinicaltrials.gov/ct2/show/NCT02696941
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	MT-ND4	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	MT-ND4L	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L	1	Completed	https://clinicaltrials.gov/ct2/show/NCT02696941,https://clinicaltrials.gov/ct2/show/NCT01084486
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA3	NADH:ubiquinone oxidoreductase subunit A3	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL655	MIDAZOLAM	Small molecule	GABA-A receptor; anion channel positive allosteric modulator		GABRG2	gamma-aminobutyric acid type A receptor subunit gamma2	1	Completed	https://clinicaltrials.gov/ct2/show/NCT03187496
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFAF4	NADH:ubiquinone oxidoreductase complex assembly factor 4	1	Completed	https://clinicaltrials.gov/ct2/show/NCT01084486,https://clinicaltrials.gov/ct2/show/NCT02696941
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA7	NADH:ubiquinone oxidoreductase subunit A7	1	Completed	https://clinicaltrials.gov/ct2/show/NCT02696941,https://clinicaltrials.gov/ct2/show/NCT01084486
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL4567446	CLESACOSTAT	Small molecule	Acetyl-CoA carboxylase inhibitor		ACACB	acetyl-CoA carboxylase beta	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT04395950
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL655	MIDAZOLAM	Small molecule	GABA-A receptor; anion channel positive allosteric modulator		GABRA5	gamma-aminobutyric acid type A receptor subunit alpha5	1	Completed	https://clinicaltrials.gov/ct2/show/NCT03187496
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB2	NADH:ubiquinone oxidoreductase subunit B2	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFAF3	NADH:ubiquinone oxidoreductase complex assembly factor 3	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS5	NADH:ubiquinone oxidoreductase subunit S5	1	Completed	https://clinicaltrials.gov/ct2/show/NCT01084486,https://clinicaltrials.gov/ct2/show/NCT02696941
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS8	NADH:ubiquinone oxidoreductase core subunit S8	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1	1	Completed	https://clinicaltrials.gov/ct2/show/NCT01084486,https://clinicaltrials.gov/ct2/show/NCT02696941
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA9	NADH:ubiquinone oxidoreductase subunit A9	1	Completed	https://clinicaltrials.gov/ct2/show/NCT01084486,https://clinicaltrials.gov/ct2/show/NCT02696941
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS8	NADH:ubiquinone oxidoreductase core subunit S8	1	Completed	https://clinicaltrials.gov/ct2/show/NCT01084486,https://clinicaltrials.gov/ct2/show/NCT02696941
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB4	NADH:ubiquinone oxidoreductase subunit B4	1	Completed	https://clinicaltrials.gov/ct2/show/NCT01084486,https://clinicaltrials.gov/ct2/show/NCT02696941
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	MT-ND6	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFC2	NADH:ubiquinone oxidoreductase subunit C2	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA3	NADH:ubiquinone oxidoreductase subunit A3	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA4	NDUFA4 mitochondrial complex associated	1	Completed	https://clinicaltrials.gov/ct2/show/NCT01084486,https://clinicaltrials.gov/ct2/show/NCT02696941
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	MT-ND4	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4	1	Completed	https://clinicaltrials.gov/ct2/show/NCT02696941,https://clinicaltrials.gov/ct2/show/NCT01084486
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA13	NADH:ubiquinone oxidoreductase subunit A13	1	Completed	https://clinicaltrials.gov/ct2/show/NCT01084486,https://clinicaltrials.gov/ct2/show/NCT02696941
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1715	PIOGLITAZONE HYDROCHLORIDE	Small molecule	Peroxisome proliferator-activated receptor gamma agonist		PPARG	peroxisome proliferator activated receptor gamma	1	Completed	https://clinicaltrials.gov/ct2/show/NCT01431521
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFV2	NADH:ubiquinone oxidoreductase core subunit V2	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL595	PIOGLITAZONE	Small molecule	Peroxisome proliferator-activated receptor gamma agonist		PPARG	peroxisome proliferator activated receptor gamma	1	Completed	https://clinicaltrials.gov/ct2/show/NCT01431521
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFAF2	NADH:ubiquinone oxidoreductase complex assembly factor 2	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1751	DIGOXIN	Small molecule	Sodium/potassium-transporting ATPase inhibitor		ATP1A2	ATPase Na+/K+ transporting subunit alpha 2	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1	1	Completed	https://clinicaltrials.gov/ct2/show/NCT02696941,https://clinicaltrials.gov/ct2/show/NCT01084486
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7	1	Completed	https://clinicaltrials.gov/ct2/show/NCT02696941,https://clinicaltrials.gov/ct2/show/NCT01084486
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA4L2	NDUFA4 mitochondrial complex associated like 2	1	Completed	https://clinicaltrials.gov/ct2/show/NCT02696941,https://clinicaltrials.gov/ct2/show/NCT01084486
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL4567446	CLESACOSTAT	Small molecule	Acetyl-CoA carboxylase inhibitor		ACACA	acetyl-CoA carboxylase alpha	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT04395950
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL787	MONTELUKAST	Small molecule	Cysteinyl leukotriene receptor 1 antagonist		CYSLTR1	cysteinyl leukotriene receptor 1	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04080947
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB5	NADH:ubiquinone oxidoreductase subunit B5	1	Completed	https://clinicaltrials.gov/ct2/show/NCT02696941,https://clinicaltrials.gov/ct2/show/NCT01084486
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFAF1	NADH:ubiquinone oxidoreductase complex assembly factor 1	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1393	SPIRONOLACTONE	Small molecule	Mineralocorticoid receptor antagonist		NR3C2	nuclear receptor subfamily 3 group C member 2	1	Active, not recruiting	https://clinicaltrials.gov/ct2/show/NCT03576755
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1294	QUINIDINE	Small molecule	Sodium channel alpha subunit blocker		SCN9A	sodium voltage-gated channel alpha subunit 9	1	Completed	https://clinicaltrials.gov/ct2/show/NCT03610945
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA5	NADH:ubiquinone oxidoreductase subunit A5	1	Completed	https://clinicaltrials.gov/ct2/show/NCT02696941,https://clinicaltrials.gov/ct2/show/NCT01084486
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA12	NADH:ubiquinone oxidoreductase subunit A12	1	Completed	https://clinicaltrials.gov/ct2/show/NCT02696941,https://clinicaltrials.gov/ct2/show/NCT01084486
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1294	QUINIDINE	Small molecule	Sodium channel alpha subunit blocker		SCN7A	sodium voltage-gated channel alpha subunit 7	1	Completed	https://clinicaltrials.gov/ct2/show/NCT03610945
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS2	NADH:ubiquinone oxidoreductase core subunit S2	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	MT-ND5	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	MT-ND4L	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 4L	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	MT-ND2	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 2	1	Completed	https://clinicaltrials.gov/ct2/show/NCT01084486,https://clinicaltrials.gov/ct2/show/NCT02696941
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB10	NADH:ubiquinone oxidoreductase subunit B10	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL4297630	COTADUTIDE	Protein	Glucagon receptor agonist		GCGR	glucagon receptor	1	Terminated	https://clinicaltrials.gov/ct2/show/NCT05668936
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB5	NADH:ubiquinone oxidoreductase subunit B5	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB4	NADH:ubiquinone oxidoreductase subunit B4	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA9	NADH:ubiquinone oxidoreductase subunit A9	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor	Inhibitor	GPD2	glycerol-3-phosphate dehydrogenase 2	1	Completed	https://clinicaltrials.gov/ct2/show/NCT02696941,https://clinicaltrials.gov/ct2/show/NCT01084486
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB9	NADH:ubiquinone oxidoreductase subunit B9	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	MT-ND3	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 3	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	MT-ND1	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 1	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA1	NADH:ubiquinone oxidoreductase subunit A1	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL4297578	PEGBELFERMIN	Protein	FGF1/KLB agonist		KLB	klotho beta	1	Completed	https://clinicaltrials.gov/ct2/show/NCT03674476
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA2	NADH:ubiquinone oxidoreductase subunit A2	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1294	QUINIDINE	Small molecule	Sodium channel alpha subunit blocker		SCN10A	sodium voltage-gated channel alpha subunit 10	1	Completed	https://clinicaltrials.gov/ct2/show/NCT03610945
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL4297613	CILOFEXOR	Small molecule	Bile acid receptor FXR agonist		NR1H4	nuclear receptor subfamily 1 group H member 4	1	Completed	https://clinicaltrials.gov/ct2/show/NCT02654002,https://clinicaltrials.gov/ct2/show/NCT02808312
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA10	NADH:ubiquinone oxidoreductase subunit A10	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA3	NADH:ubiquinone oxidoreductase subunit A3	1	Completed	https://clinicaltrials.gov/ct2/show/NCT01084486,https://clinicaltrials.gov/ct2/show/NCT02696941
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA5	NADH:ubiquinone oxidoreductase subunit A5	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1294	QUINIDINE	Small molecule	Sodium channel alpha subunit blocker		SCN1A	sodium voltage-gated channel alpha subunit 1	1	Completed	https://clinicaltrials.gov/ct2/show/NCT03610945
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA4L2	NDUFA4 mitochondrial complex associated like 2	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS3	NADH:ubiquinone oxidoreductase core subunit S3	1	Completed	https://clinicaltrials.gov/ct2/show/NCT02696941,https://clinicaltrials.gov/ct2/show/NCT01084486
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA12	NADH:ubiquinone oxidoreductase subunit A12	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFB2	NADH:ubiquinone oxidoreductase subunit B2	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	MT-ND5	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL393220	ATORVASTATIN CALCIUM	Small molecule	HMG-CoA reductase inhibitor		HMGCR	3-hydroxy-3-methylglutaryl-CoA reductase	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS8	NADH:ubiquinone oxidoreductase core subunit S8	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
EFO_1001249	non-alcoholic steatohepatitis	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFS5	NADH:ubiquinone oxidoreductase subunit S5	1	Completed	https://clinicaltrials.gov/ct2/show/NCT04972396
EFO_0003095	non-alcoholic fatty liver disease	CHEMBL1431	METFORMIN	Small molecule	Mitochondrial complex I (NADH dehydrogenase) inhibitor	Inhibitor	NDUFA11	NADH:ubiquinone oxidoreductase subunit A11	1	Withdrawn	https://clinicaltrials.gov/ct2/show/NCT02457286
